century,country,war,proba,air,land,sea,scale1,scale2,scale3,scale4,scale5,scale6,sides
-6,Syria,Egyptian-Hittite War,0.0217,0,1,0,0,0,1,0,0,0,"{Egypt: [1, 1, 0, 0, 0, 0], Hittites: [1, 0, 1, 0, 0, 0]}"
-6,Turkey,Assyrian War,0.0217,0,1,0,1,0,0,0,0,0,"{Adermalik: [1, 0, 1, 0, 0, 0], Sharezer: [1, 0, 1, 0, 0, 0], Esarhaddon: [1, 1, 0, 0, 0, 0]}"
-6,Turkey,Babylon's War of Conquest,0.0217,0,1,0,1,0,0,0,0,0,"{Assyria: [1, 0, 1, 0, 0, 0], Media: [1, 1, 0, 0, 0, 0], Babylon: [1, 1, 0, 0, 0, 0]}"
-6,Turkey,Median-Lydian War,0.0217,0,1,0,1,0,0,0,0,0,"{Lydia: [1, 0, 0, 1, 0, 0], Medes: [1, 0, 0, 1, 0, 0]}"
-6,Turkey,Persian-Lydian War,0.0435,0,1,0,0.5,0,0.5,0,0,0,"{Egypt: [0.5, 0, 1, 0, 0, 0], Lydia: [1, 0, 1, 0, 0, 0], Persia: [1, 1, 0, 0, 0, 0]}"
-6,Turkey,Trojan War,0.0217,0,1,0,0,0,0,1,0,0,"{Greek States: [1, 1, 0, 0, 1, 0], Troy: [1, 0, 1, 0, 0, 1]}"
-6,West Bank and Gaza,Assyrian War,0.0217,0,1,0,1,0,0,0,0,0,"{Gaza: [1, 0, 1, 0, 0, 0], Assyria: [1, 1, 0, 0, 0, 0]}"
-5,Albania,Corinthian-Corcyrean War,0.0147,0,0,1,1,0,0,0,0,0,"{Corinth: [1, 0, 1, 0, 0, 0], Corcyra: [1, 1, 0, 0, 0, 0]}"
-5,China,War of China's Spring and Autumn Era,0.0588,0,1,0,1,0,0,0,0,0,"{Wu: [1, 0.25, 0.75, 0, 0, 0], Yeu: [0.5, 1, 0, 0, 0, 0], Yue: [0.5, 0.5, 0.5, 0, 0, 0]}"
-5,Cyprus,Greco-Persian War,0.0294,0,1,1,1,0,0,0,0,0,"{Prince Onesilus of Cyprus: [0.5, 0, 1, 0, 0, 0], Phoenicia: [0.5, 0, 1, 0, 0, 0], Cilicia: [0.5, 0, 1, 0, 0, 0], Athens: [0.5, 1, 0, 0, 0, 0], Persia: [0.5, 1, 0, 0, 0, 0]}"
-5,Egypt,Greco-Persian War,0.0294,0,0.5,1,0.5,0,0.5,0,0,0,"{Athens: [1, 0.5, 0.5, 0, 0, 0], Persia: [1, 0.5, 0.5, 0, 0, 0]}"
-5,Greece,Arcadian War,0.0294,0,1,0,1,0,0,0,0,0,"{Tegea: [0.5, 0, 1, 0, 0, 0], Argos: [0.5, 0, 1, 0, 0, 0], Sparta: [1, 1, 0, 0, 0, 0], Arcadia: [0.5, 0, 1, 0, 0, 0]}"
-5,Greece,Corinthean-Corcyrean War,0.0147,0,0,1,0,0,1,0,0,0,"{Athens: [1, 0, 0, 1, 0, 0], Corinth: [1, 0, 0, 1, 0, 0], Corcyra: [1, 0, 0, 1, 0, 0]}"
-5,Greece,Great Peloponnesian War,0.0147,0,1,0,0,1,0,0,0,0,"{Mantinea: [1, 0, 1, 0, 0, 0], Athens: [1, 0, 1, 0, 0, 0], Argives: [1, 0, 1, 0, 0, 0], Sparta: [1, 1, 0, 0, 0, 0]}"
-5,Greece,Greco-Persian War,0.0735,0,0.6,0.4,0,0,0.4,0.6,0,0,"{Megara: [0.2, 1, 0, 0, 0, 0], Corinth: [0.2, 1, 0, 0, 0, 0], Plataea: [0.2, 1, 0, 0, 0, 0], Chalcis: [0.2, 1, 0, 0, 0, 0], Troezen: [0.2, 1, 0, 0, 0, 0], Epidaurus: [0.2, 1, 0, 0, 0, 0], Media: [0.2, 0, 1, 0, 0, 0], India: [0.2, 0, 1, 0, 0, 0], Thebes: [0.2, 0, 1, 0, 0, 0], Thespiae: [0.2, 1, 0, 0, 0, 0], Orchomenos: [0.2, 1, 0, 0, 0, 0], Sparta: [0.6, 0.67, 0.33, 0, 0, 0], Tiryns: [0.2, 1, 0, 0, 0, 0], Mycenae: [0.2, 1, 0, 0, 0, 0], Greece: [0.2, 0, 0, 1, 0, 0], Thessaly: [0.2, 0, 1, 0, 0, 0], Tegea: [0.2, 1, 0, 0, 0, 0], Pale: [0.2, 1, 0, 0, 0, 0], Malis: [0.2, 0, 1, 0, 0, 0], Bactria: [0.2, 0, 1, 0, 0, 0], Locris: [0.2, 0, 1, 0, 0, 0], Lepreum: [0.2, 1, 0, 0, 0, 0], Phlius: [0.2, 1, 0, 0, 0, 0], Phocis: [0.2, 0, 1, 0, 0, 0], Eretria: [0.2, 1, 0, 0, 0, 0], Ambracia: [0.2, 1, 0, 0, 0, 0], Hermione: [0.2, 1, 0, 0, 0, 0], Sakae: [0.2, 0, 1, 0, 0, 0], Athens: [0.6, 1, 0, 0, 0, 0], Potidaea: [0.2, 1, 0, 0, 0, 0], Aegina: [0.2, 1, 0, 0, 0, 0], Leucas: [0.2, 1, 0, 0, 0, 0], Sicyon: [0.2, 1, 0, 0, 0, 0], Macedonia: [0.2, 0, 1, 0, 0, 0], Persia: [1, 0.2, 0.6, 0.2, 0, 0]}"
-5,Greece,Peloponnesian War,0.3676,0,0.72,0.4,0.68,0.24,0.08,0,0,0,"{Peloponnesia: [0.16, 0, 1, 0, 0, 0.25], Plataea: [0.04, 0, 1, 0, 0, 1], Sparta: [0.68, 0.59, 0.41, 0, 0.2, 0], Corinth: [0.04, 0, 1, 0, 0, 0], Athens: [0.96, 0.5, 0.5, 0, 0, 0.08], Thessaly: [0.04, 0, 1, 0, 0, 0], Boeotia: [0.08, 0, 1, 0, 0, 0], Athenian Rebels: [0.04, 1, 0, 0, 0, 0], Potidaea: [0.04, 0, 1, 0, 0, 0], Aegina: [0.04, 0, 1, 0, 0, 0], Olynthus: [0.04, 1, 0, 0, 0, 0], Spartolus: [0.04, 1, 0, 0, 0, 0], Tanagra: [0.04, 0, 1, 0, 0, 0], Peloponnesian Volunteers: [0.04, 0, 1, 0, 0, 0], Thebes: [0.28, 0.71, 0.29, 0, 0.2, 0], Peloponnesian League: [0.04, 0, 1, 0, 0, 0], Mitelene: [0.04, 0, 1, 0, 0, 0]}"
-5,Greece,Spartan-Argive War,0.0147,0,1,0,1,0,0,0,0,0,"{Argos: [1, 0, 1, 0, 0, 0], Sparta: [1, 1, 0, 0, 0, 0]}"
-5,Greece,War of the Delian League,0.0294,0,1,0.5,0.5,0.5,0,0,0,0,"{Athens: [1, 0.5, 0.5, 0, 0, 1], Thasos: [0.5, 0, 1, 0, 0, 0], Thrace: [0.5, 1, 0, 0, 1, 0]}"
-5,Iraq,Persian Civil War,0.0147,0,1,0,0,0,1,0,0,0,"{Atarxerxes: [1, 1, 0, 0, 0, 0], Cyrus: [1, 0, 1, 0, 0, 0]}"
-5,Italy,Carthaginian Invasion of Sicily,0.0147,0,1,0,0,0,0,1,0,0,"{Syracuse: [1, 1, 0, 0, 0, 0], Carthage: [1, 0, 1, 0, 0, 0]}"
-5,Italy,Carthaginian-Syracusan War,0.0441,0,1,0.33,0.67,0,0.33,0,0,0,"{Syracuse: [1, 0, 1, 0, 0, 0.33], Carthage: [1, 1, 0, 0, 0.33, 0]}"
-5,Italy,Peloponnesian War,0.0441,0,1,0,0.33,0,0.67,0,0,0,"{Athens: [1, 0.33, 0.67, 0, 0, 0.5], Syracuse: [1, 0.67, 0.33, 0, 0.5, 0], Corinth: [0.33, 1, 0, 0, 1, 0], Sparta: [0.33, 1, 0, 0, 0, 0]}"
-5,Italy,Roman-Etruscan War,0.0441,0,1,0,1,0,0,0,0,0,"{Rome: [1, 0.33, 0.67, 0, 1, 0], Etruria: [1, 0.67, 0.33, 0, 0, 1]}"
-5,Italy,Syracusan-Etruscan War,0.0147,0,0,1,1,0,0,0,0,0,"{Syracuse: [1, 1, 0, 0, 0, 0], Etruria: [1, 0, 1, 0, 0, 0]}"
-5,Italy,War of the Roman Republic,0.0147,0,1,0,1,0,0,0,0,0,"{Rome: [1, 1, 0, 0, 0, 0], Aequi: [1, 0, 1, 0, 0, 0], Volgi: [1, 0, 1, 0, 0, 0]}"
-5,Turkey,Great Peloponnesian War,0.0147,0,1,1,1,0,0,0,0,0,"{Athens: [1, 0, 1, 0, 0, 0], Sparta: [1, 1, 0, 0, 0, 0]}"
-5,Turkey,Greco-Persian War,0.0588,0,0.5,0.75,0.25,0,0.5,0.25,0,0,"{Ionian Greek Cities: [0.25, 0, 1, 0, 0, 0], Athens: [0.5, 0.5, 0.5, 0, 0, 0], Greece: [0.25, 1, 0, 0, 0, 0], Ionian Allies: [0.5, 0.5, 0.5, 0, 0, 0], Persia: [1, 0.5, 0.5, 0, 0, 0]}"
-5,Turkey,Peloponnesian War,0.0588,0,0,1,0.25,0.25,0.5,0,0,0,"{Athens: [1, 0.25, 0.75, 0, 0, 0], Peloponnesians: [0.25, 1, 0, 0, 0, 0], Sparta: [1, 0.75, 0.25, 0, 0, 0]}"
-4,China,China's Era of the Warring States,0.0282,0,1,0,0,0.5,0.5,0,0,0,"{Wei: [1, 0, 1, 0, 0, 0], Qi: [1, 1, 0, 0, 0, 0]}"
-4,Cyprus,War of the Diadochi,0.0141,0,0,1,0,0,1,0,0,0,"{Ptolemy: [1, 0, 1, 0, 0, 0], Demetrius Poliorcetes: [1, 1, 0, 0, 0, 0]}"
-4,Egypt,War of the Diadochi,0.0141,0,1,0,1,0,0,0,0,0,"{Ptolemy: [1, 1, 0, 0, 0, 0], Perdiccas: [1, 0, 1, 0, 0, 0]}"
-4,Greece,Conquests of Alexander the Great,0.0141,0,1,0,1,0,0,0,0,0,"{Thebes: [1, 0, 1, 0, 0, 1], Macedonia: [1, 1, 0, 0, 1, 0]}"
-4,Greece,Corinthian War,0.0986,0,0.86,0.29,0.43,0.43,0.14,0,0,0,"{Argos: [0.43, 0, 1, 0, 0, 0], Sparta: [1, 0.43, 0.57, 0, 0, 0], Corinth: [0.57, 0.5, 0.5, 0, 0, 0], Athenian Mercenaries: [0.14, 1, 0, 0, 0, 0], Athens: [0.57, 0.25, 0.75, 0, 0, 0], Haliartus: [0.14, 1, 0, 0, 0, 0], Syracuse: [0.14, 1, 0, 0, 0, 0], Thebes: [0.43, 0.33, 0.67, 0, 0, 0], Persia: [0.29, 1, 0, 0, 0, 0]}"
-4,Greece,Greek Social War,0.0423,0,0.67,0.67,0.33,0.33,0.33,0,0,0,"{Byzantine Empire: [0.33, 1, 0, 0, 0, 0], Cos: [0.33, 1, 0, 0, 0, 0], Athens: [1, 0, 1, 0, 0, 0.33], Caria: [0.33, 1, 0, 0, 0, 0], Olynthus: [0.33, 1, 0, 0, 1, 0], Potidaea: [0.33, 0, 1, 0, 0, 1], Rhodes: [0.67, 1, 0, 0, 0, 0], Macedonia: [0.33, 1, 0, 0, 1, 0], Chios: [0.67, 1, 0, 0, 0, 0]}"
-4,Greece,Lamian War,0.0423,0,0.67,0.33,0.67,0,0.33,0,0,0,"{Hellenic League: [0.33, 0, 1, 0, 0, 0], Athens: [0.67, 0, 1, 0, 0, 0], Macedonia: [1, 1, 0, 0, 0, 0], Thessaly: [0.33, 0, 1, 0, 0, 0]}"
-4,Greece,Macedonian Conquests,0.0141,0,1,0,1,0,0,0,0,0,"{Macedonia: [1, 1, 0, 0, 0, 0], Sparta: [1, 0, 1, 0, 0, 0]}"
-4,Greece,Sacred War,0.0704,0,1,0,0.6,0.2,0.2,0,0,0,"{Athens: [0.6, 0, 1, 0, 0, 0.33], Locria: [0.2, 1, 0, 0, 0, 0], Olynthus: [0.2, 0, 1, 0, 0, 1], Phocia: [0.4, 0, 1, 0, 0, 0.5], Thebes: [0.4, 0.5, 0.5, 0, 0, 0], Macedonia: [0.8, 1, 0, 0, 0.5, 0], Achaea: [0.2, 0, 1, 0, 0, 0], Pro-Macedonian Olynthians: [0.2, 1, 0, 0, 1, 0]}"
-4,Greece,War of the Diadochi,0.0141,0,1,1,0,0,0,1,0,0,"{Rhodes: [1, 1, 0, 0, 0, 0], Demetrius Poliorcetes: [1, 0, 1, 0, 0, 0], Ptolemic Egypt: [1, 1, 0, 0, 0, 0]}"
-4,Greece,War of the Greek City-States,0.0986,0,0.86,0.29,0.57,0.14,0.29,0,0,0,"{Spanish Mercenaries: [0.14, 1, 0, 0, 0, 0], Pireaus: [0.14, 0, 1, 0, 0, 1], Syracusan Mercenaries: [0.14, 1, 0, 0, 0, 0], Sparta: [0.71, 0.2, 0.6, 0.2, 0, 0], Argos: [0.14, 0, 1, 0, 0, 0], Athens: [0.43, 0.33, 0.33, 0.33, 0, 1], Messenia: [0.14, 0, 1, 0, 0, 0], Thessaly: [0.14, 1, 0, 0, 0, 0], Arcadia: [0.14, 0, 1, 0, 0, 0], Thebes: [0.57, 0.75, 0, 0.25, 0, 0], Pherae: [0.29, 0.5, 0.5, 0, 1, 0]}"
-4,India,Conquests of Alexander the Great,0.0141,0,1,0,0,0,1,0,0,0,"{Abisares: [1, 0, 1, 0, 0, 0], Macedonia: [1, 1, 0, 0, 0, 0], Porus: [1, 0, 1, 0, 0, 0]}"
-4,Iran,War of the Diadochi,0.0423,0,1,0,0,0,1,0,0,0,"{Eumenes: [1, 0, 0.67, 0.33, 0, 0], Antigonus: [1, 0.67, 0, 0.33, 0, 0]}"
-4,Iraq,Conquests of Alexander the Great,0.0141,0,1,0,0,0,0,1,0,0,"{Macedonia: [1, 1, 0, 0, 0, 0], Persia: [1, 0, 1, 0, 0, 0]}"
-4,Italy,Agathoclean War,0.0282,0,1,0,0.5,0,0.5,0,0,0,"{Agathocles of Sicily: [0.5, 0, 1, 0, 0, 0], Syracuse: [0.5, 1, 0, 0, 0, 0], Carthage: [1, 0.5, 0.5, 0, 0, 0]}"
-4,Italy,Archidamian War,0.0141,0,1,0,1,0,0,0,0,0,"{Lucania: [1, 1, 0, 0, 0, 0], Sparta: [1, 0, 1, 0, 0, 0]}"
-4,Italy,Dionysian War,0.0845,0,1,0,0.5,0,0.5,0,0,0,"{Syracuse: [1, 0.5, 0.5, 0, 0, 0], Carthage: [0.83, 0.6, 0.4, 0, 0, 0], Italiate League: [0.17, 0, 1, 0, 0, 0]}"
-4,Italy,Gallic Invasion of Italy,0.0141,0,1,0,0,0,1,0,0,0,"{Rome: [1, 0, 1, 0, 0, 0], Gauls: [1, 1, 0, 0, 0, 0]}"
-4,Italy,Latin War,0.0141,0,1,0,1,0,0,0,0,0,"{Rome: [1, 1, 0, 0, 0, 0], Capua: [1, 0, 1, 0, 0, 0], Latium: [1, 0, 1, 0, 0, 0]}"
-4,Italy,Macedonian Conquests,0.0141,0,1,0,1,0,0,0,0,0,"{Epirus: [1, 0, 1, 0, 0, 0], Lucania: [1, 1, 0, 0, 0, 0]}"
-4,Italy,Samnite War,0.0845,0,1,0,0.83,0,0.17,0,0,0,"{Rome: [1, 0.67, 0.33, 0, 0, 0], Samnites: [1, 0.33, 0.67, 0, 0, 0], Etruria: [0.17, 0, 1, 0, 0, 0]}"
-4,Italy,Timoleons War,0.0282,0,1,0,0,0.5,0.5,0,0,0,"{Corinth: [1, 1, 0, 0, 0, 0], Corinthians: [0.5, 1, 0, 0, 0, 0], Carthage: [1, 0, 1, 0, 0, 0]}"
-4,Lebanon,Conquests of Alexander the Great,0.0141,0,1,0,0,0,1,0,0,0,"{Macedonia: [1, 1, 0, 0, 0, 0], Persia: [1, 0, 1, 0, 0, 0], Tyre: [1, 0, 1, 0, 0, 0]}"
-4,Lebanon,War of the Diadochi,0.0141,0,1,0,1,0,0,0,0,0,"{Ptolemy: [1, 0, 1, 0, 0, 0], Antigonus: [1, 1, 0, 0, 0, 0]}"
-4,Pakistan,Conquests of Alexander the Great,0.0141,0,1,0,1,0,0,0,0,0,{}
-4,Tajikistan,Conquests of Alexander the Great,0.0141,0,1,0,1,0,0,0,0,0,"{Scythians: [1, 0, 1, 0, 0, 0], Macedonia: [1, 1, 0, 0, 0, 0]}"
-4,Tunisia,Agathoclean War,0.0141,0,1,0,1,0,0,0,0,0,"{Syracuse: [1, 1, 0, 0, 0, 0], Carthage: [1, 0, 1, 0, 0, 0]}"
-4,Turkey,Conquests of Alexander the Great,0.0563,0,1,0.25,0.25,0,0.5,0,0.25,0,"{Greek Mercenaries: [0.5, 0, 1, 0, 0, 0], Macedonia: [1, 1, 0, 0, 0, 0], Persia: [1, 0, 1, 0, 0, 0]}"
-4,Turkey,Sacred War,0.0141,0,1,1,1,0,0,0,0,0,"{Byzantine Empire: [1, 1, 0, 0, 0, 0], Athens: [1, 1, 0, 0, 0, 0], Perinthus: [1, 1, 0, 0, 0, 0], Macedonia: [1, 0, 1, 0, 0, 0], Persia: [1, 1, 0, 0, 0, 0]}"
-4,Turkey,War of the Diadochi,0.0141,0,1,0,0,0,1,0,0,0,"{Seleucid Empire: [1, 1, 0, 0, 0, 0], Macedonian Asia: [1, 0, 1, 0, 0, 0], Thrace: [1, 1, 0, 0, 0, 0]}"
-4,Uzbekistan,Sogdian Rock,0.0141,0,1,0,1,0,0,0,0,0,"{Sogdiana: [1, 0, 1, 0, 0, 0], Macedonia: [1, 1, 0, 0, 0, 0]}"
-4,West Bank and Gaza,Conquests of Alexander the Great,0.0141,0,1,0,0,0,1,0,0,0,"{Gaza: [1, 0, 1, 0, 0, 1], Macedonia: [1, 1, 0, 0, 1, 0]}"
-4,West Bank and Gaza,War of the Diadochi,0.0141,0,1,0,0,0,1,0,0,0,"{Ptolemy: [1, 0, 1, 0, 0, 0], Antigonus: [1, 1, 0, 0, 0, 0]}"
-3,Afghanistan,Syrian-Parthian War,0.0088,0,1,0,1,0,0,0,0,0,"{Bactria: [1, 0, 1, 0, 0, 0], Seleucid Empire: [1, 1, 0, 0, 0, 0], Parthia: [1, 0, 1, 0, 0, 0]}"
-3,Albania,Illyrian War,0.0088,0,1,0,1,0,0,0,0,0,"{Rome: [1, 1, 0, 0, 0, 0], Illyria: [1, 0, 1, 0, 0, 0]}"
-3,China,China's Era of the Warring States,0.0354,0,1,0,0.5,0,0,0.5,0,0,"{Other Eastern States: [0.25, 0, 1, 0, 0, 0], Zhao: [0.75, 0.33, 0.67, 0, 0, 0], Wei: [0.25, 1, 0, 0, 0, 0], Qin: [0.75, 0.67, 0.33, 0, 0, 0], Yen: [0.25, 0, 1, 0, 0, 0], Qi: [1, 0.75, 0.25, 0, 0, 0]}"
-3,China,Chu-Han War,0.0354,0,1,0,0.25,0,0,0.75,0,0,"{Liu Bang: [0.75, 0.33, 0.67, 0, 0, 0], Han: [0.25, 1, 0, 0, 0, 0], Chu: [0.25, 0, 1, 0, 0, 0], Xiang Yu: [0.75, 0.67, 0.33, 0, 0, 0]}"
-3,China,Fall of the Qin Dynasty,0.0177,0,1,0,0.5,0,0,0.5,0,0,"{Qin Dynasty: [0.5, 0, 1, 0, 0, 1], Qin: [1, 0, 1, 0, 0, 0.5], Xiang Yu: [1, 1, 0, 0, 0.5, 0]}"
-3,China,War of the Former Han,0.0088,0,1,0,0,0,0,1,0,0,"{Han: [1, 0, 1, 0, 0, 0], Xiongnu: [1, 1, 0, 0, 0, 0]}"
-3,Egypt,Macedonian War,0.0088,0,1,0,1,0,0,0,0,0,"{Rhodes: [1, 0, 1, 0, 0, 0], Macedonia: [1, 1, 0, 0, 0, 0], Pergamon: [1, 0, 1, 0, 0, 0], Abydos: [1, 0, 1, 0, 0, 0]}"
-3,France,Punic War,0.0177,0,1,0,1,0,0,0,0,0,"{Allobroges Gauls: [0.5, 0, 1, 0, 0, 0], Carthage: [1, 1, 0, 0, 0, 0], Gauls: [1, 0, 1, 0, 0, 0]}"
-3,Gibraltar,Punic War,0.0088,0,0,1,1,0,0,0,0,0,"{Rome: [1, 1, 0, 0, 0, 0], Carthage: [1, 0, 1, 0, 0, 0]}"
-3,Greece,Chremonidian War,0.0177,0,1,0,1,0,0,0,0,0,"{Egypt: [1, 0.5, 0.5, 0, 0, 0], Corinth: [0.5, 1, 0, 0, 0, 0], Sparta: [1, 0.5, 0.5, 0, 0, 0], Athens: [1, 0.5, 0.5, 0, 0, 0], Macedonia: [1, 0.5, 0.5, 0, 0, 0]}"
-3,Greece,Cleomenic War,0.0354,0,1,0,0.75,0,0.25,0,0,0,"{Macedonia: [0.25, 1, 0, 0, 0, 0], Achaea: [0.75, 0, 1, 0, 0, 0], Sparta: [1, 0.75, 0.25, 0, 0, 0]}"
-3,Greece,Illyrian War,0.0088,0,1,1,1,0,0,0,0,0,"{Illyria: [1, 1, 0, 0, 0, 0], Aetolia: [1, 0, 1, 0, 0, 0], Achaea: [1, 0, 1, 0, 0, 0]}"
-3,Greece,Macedonian War,0.0177,0,0,1,1,0,0,0,0,0,"{Rhodes: [0.5, 0, 1, 0, 0, 0], Macedonia: [1, 1, 0, 0, 0, 0], Pergamon: [0.5, 0, 1, 0, 0, 0], Ptolemic Egypt: [0.5, 0, 1, 0, 0, 0]}"
-3,Greece,Macedonian-Egyptian War,0.0088,0,0,1,1,0,0,0,0,0,"{Egypt: [1, 0, 1, 0, 0, 0], Syria: [1, 1, 0, 0, 0, 0], Macedonia: [1, 1, 0, 0, 0, 0]}"
-3,Greece,Spartan-Achaen War,0.0088,0,1,0,1,0,0,0,0,0,"{Achaea: [1, 1, 0, 0, 0, 0], Sparta: [1, 0, 1, 0, 0, 0]}"
-3,Greece,War of the Achaean League,0.0088,0,1,0,1,0,0,0,0,0,"{Aetolia: [1, 0, 1, 0, 0, 1], Achaea: [1, 1, 0, 0, 1, 0]}"
-3,Greece,War of the Achean League,0.0088,0,1,0,1,0,0,0,0,0,"{Sicyon: [1, 1, 0, 0, 0, 0], Macedonia: [1, 0, 1, 0, 0, 0]}"
